"支付流水号","支付方式","支付金额","交易手续费","平台业务单号","状态","支付时间","审核时间","审核状态","订单流水号","订单支付金额","配送仓库","品牌","货号","颜色"
"=""M170207115557000073960999""","中国工商银行","290.00","0.87","2429655803","支付成功","2017-02-07 11:56:31","2017-02-07 11:56:31","已审核","729002070088","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013125"
"=""M170207115350000072009489""","中国工商银行","580.00","1.74","2429654322","支付成功","2017-02-07 11:54:44","2017-02-07 11:54:45","已审核","719102061564","290.00","290.00","E-TOP(PUR)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170207115350000072009489""","中国工商银行","580.00","1.74","2429654322","支付成功","2017-02-07 11:54:44","2017-02-07 11:54:45","已审核","775502073504","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170206154921000073287787""","中国光大银行","290.00","0.87","2429161908","支付成功","2017-02-06 15:50:29","2017-02-06 15:50:29","已审核","773102064871","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170206150040000044636081""","兴业银行","250.00","0.75","2429109643","支付成功","2017-02-06 15:08:18","2017-02-06 15:08:18","已审核","751602063129","250.00","250.00","E-TOP(PUR)","Locaste","7-31SPM0028","7-31SPM0028PT2"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","718802060991","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","798102061819","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","763002069647","290.00","290.00","E-TOP(PUR)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","711902067439","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013007"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","726602065015","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","782202068613","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170206140610000072425693""","中国光大银行","2030.00","6.09","2429052416","支付成功","2017-02-06 14:08:14","2017-02-06 14:08:14","已审核","767402065679","290.00","290.00","E-TOP(PUR)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170206135514000075403483""","兴业银行","290.00","0.87","2429043489","支付成功","2017-02-06 13:56:00","2017-02-06 13:56:00","已审核","716702069133","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM2230","7-25SRM2230024"
"=""M170206105955000074593301""","广东发展银行","280.00","0.84","2428896414","支付成功","2017-02-06 11:00:37","2017-02-06 11:00:38","已审核","775802060429","280.00","280.00","E-TOP(XH)","Locaste","7-27SPW0150","7-27SPW015021G"
"=""M170206092623000074772009""","广东发展银行","270.00","0.81","2428804935","支付成功","2017-02-06 09:27:01","2017-02-06 09:27:01","已审核","727802067558","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1054","7-29SPW105421G"
"=""M170206092358000074082242""","广东发展银行","270.00","0.00"," ","待支付","","","未审核","727802067558","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1054","7-29SPW105421G"
"=""M170205174401000075303299""","兴业银行","250.00","0.75","2428504426","支付成功","2017-02-05 17:45:26","2017-02-05 17:45:26","已审核","778102054675","250.00","250.00","E-TOP(PUR)","Locaste","7-27SPM1035","7-27SPM1035X96"
"=""M170205174307000075770946""","兴业银行","290.00","0.87","2428504222","支付成功","2017-02-05 17:43:50","2017-02-05 17:43:51","已审核","770702053896","290.00","290.00","E-TOP(PUR)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205155113000072020226""","中国工商银行","290.00","0.87","2428462552","支付成功","2017-02-05 15:51:41","2017-02-05 15:51:41","已审核","726002055999","290.00","290.00","E-TOP(PUR)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205152405000073523443""","中国工商银行","580.00","1.74","2428451597","支付成功","2017-02-05 15:24:32","2017-02-05 15:24:32","已审核","739202058957","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013007"
"=""M170205152405000073523443""","中国工商银行","580.00","1.74","2428451597","支付成功","2017-02-05 15:24:32","2017-02-05 15:24:32","已审核","702202052839","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM2230","7-25SRM2230024"
"=""M170205152059000072428205""","中国工商银行","580.00","1.74","2428450623","支付成功","2017-02-05 15:21:21","2017-02-05 15:21:21","已审核","715902050241","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205152059000072428205""","中国工商银行","580.00","1.74","2428450623","支付成功","2017-02-05 15:21:21","2017-02-05 15:21:21","已审核","789002052018","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205124014000073824039""","中国工商银行","1410.00","4.23","2428358057","支付成功","2017-02-05 12:40:37","2017-02-05 12:40:37","已审核","758202053024","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013125"
"=""M170205124014000073824039""","中国工商银行","1410.00","4.23","2428358057","支付成功","2017-02-05 12:40:37","2017-02-05 12:40:37","已审核","734502055567","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205124014000073824039""","中国工商银行","1410.00","4.23","2428358057","支付成功","2017-02-05 12:40:37","2017-02-05 12:40:37","已审核","701002055202","290.00","290.00","E-TOP(PUR)","Locaste","7-25SRM2230","7-25SRM2230078"
"=""M170205124014000073824039""","中国工商银行","1410.00","4.23","2428358057","支付成功","2017-02-05 12:40:37","2017-02-05 12:40:37","已审核","723402052349","250.00","250.00","E-TOP(PUR)","Locaste","7-31SPM0028","7-31SPM0028237"
"=""M170205124014000073824039""","中国工商银行","1410.00","4.23","2428358057","支付成功","2017-02-05 12:40:37","2017-02-05 12:40:37","已审核","757302053930","290.00","290.00","E-TOP(PUR)","Locaste","7-25SRM2230","7-25SRM2230078"
"=""M170205123909000072431628""","中国工商银行","830.00","2.49","2428357398","支付成功","2017-02-05 12:39:39","2017-02-05 12:39:40","已审核","759902053324","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205123909000072431628""","中国工商银行","830.00","2.49","2428357398","支付成功","2017-02-05 12:39:39","2017-02-05 12:39:40","已审核","723802053674","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170205123909000072431628""","中国工商银行","830.00","2.49","2428357398","支付成功","2017-02-05 12:39:39","2017-02-05 12:39:40","已审核","735502057220","250.00","250.00","E-TOP(PUR)","Locaste","7-31SPM0028","7-31SPM0028237"
"=""M170205100807000074645820""","广东发展银行","560.00","1.68","2428274479","支付成功","2017-02-05 10:09:21","2017-02-05 10:09:21","已审核","748802058891","280.00","280.00","E-TOP(XH)","Locaste","7-27SPW0150","7-27SPW015021G"
"=""M170205100807000074645820""","广东发展银行","560.00","1.68","2428274479","支付成功","2017-02-05 10:09:21","2017-02-05 10:09:21","已审核","797102058672","280.00","280.00","E-TOP(PUR)","Locaste","7-27SPW0150","7-27SPW0150DR2"
"=""M170204210241000045501122""","平安银行","270.00","0.81","2428105409","支付成功","2017-02-04 21:06:09","2017-02-04 21:06:10","已审核","790202041950","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1027","7-29SPW1027RR1"
"=""M170204165917000072991386""","中国工商银行","580.00","1.74","2428002761","支付成功","2017-02-04 16:59:43","2017-02-04 16:59:44","已审核","729902046842","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204165917000072991386""","中国工商银行","580.00","1.74","2428002761","支付成功","2017-02-04 16:59:43","2017-02-04 16:59:44","已审核","738102044574","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204154541000072740066""","中国工商银行","290.00","0.87","2427950480","支付成功","2017-02-04 15:46:17","2017-02-04 15:46:17","已审核","736902046131","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204141623000072812316""","中国光大银行","290.00","0.87","2427851857","支付成功","2017-02-04 14:17:39","2017-02-04 14:17:40","已审核","717902046036","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204120117000073496733""","中国工商银行","290.00","0.87","2427743961","支付成功","2017-02-04 12:01:41","2017-02-04 12:01:42","已审核","764102044282","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM2230","7-25SRM2230125"
"=""M170204115947000072811645""","中国工商银行","1740.00","5.22","2427740517","支付成功","2017-02-04 12:00:22","2017-02-04 12:00:22","已审核","790102041246","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204115947000072811645""","中国工商银行","1740.00","5.22","2427740517","支付成功","2017-02-04 12:00:22","2017-02-04 12:00:22","已审核","700302042504","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204115947000072811645""","中国工商银行","1740.00","5.22","2427740517","支付成功","2017-02-04 12:00:22","2017-02-04 12:00:22","已审核","716902048448","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204115947000072811645""","中国工商银行","1740.00","5.22","2427740517","支付成功","2017-02-04 12:00:22","2017-02-04 12:00:22","已审核","732902041497","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204115947000072811645""","中国工商银行","1740.00","5.22","2427740517","支付成功","2017-02-04 12:00:22","2017-02-04 12:00:22","已审核","790702045067","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204115947000072811645""","中国工商银行","1740.00","5.22","2427740517","支付成功","2017-02-04 12:00:22","2017-02-04 12:00:22","已审核","742602043965","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170204110706000074364065""","广东发展银行","810.00","2.43","2427703233","支付成功","2017-02-04 11:08:48","2017-02-04 11:08:48","已审核","707702048482","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1054","7-29SPW1054DB4"
"=""M170204110706000074364065""","广东发展银行","810.00","2.43","2427703233","支付成功","2017-02-04 11:08:48","2017-02-04 11:08:48","已审核","703302043828","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1054","7-29SPW1054DB4"
"=""M170204110706000074364065""","广东发展银行","810.00","2.43","2427703233","支付成功","2017-02-04 11:08:48","2017-02-04 11:08:48","已审核","726102048049","270.00","270.00","E-TOP(PUR)","Locaste","7-29SPW1054","7-29SPW1054DB4"
"=""M170203185619000075897654""","兴业银行","280.00","0.84","2427315792","支付成功","2017-02-03 18:56:53","2017-02-03 18:56:54","已审核","711302037193","280.00","280.00","E-TOP(XH)","Locaste","7-31SPW0032","7-31SPW00321F2"
"=""M170203143741000073928582""","中国工商银行","1450.00","4.35","2426952915","支付成功","2017-02-03 14:38:07","2017-02-03 14:38:07","已审核","708202037905","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013125"
"=""M170203143741000073928582""","中国工商银行","1450.00","4.35","2426952915","支付成功","2017-02-03 14:38:07","2017-02-03 14:38:07","已审核","727902035373","870.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170203143741000073928582""","中国工商银行","1450.00","4.35","2426952915","支付成功","2017-02-03 14:38:07","2017-02-03 14:38:07","已审核","727902035373","870.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170203143741000073928582""","中国工商银行","1450.00","4.35","2426952915","支付成功","2017-02-03 14:38:07","2017-02-03 14:38:07","已审核","727902035373","870.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170203143741000073928582""","中国工商银行","1450.00","4.35","2426952915","支付成功","2017-02-03 14:38:07","2017-02-03 14:38:07","已审核","777202033692","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013007"
"=""M170203143218000072152354""","中国工商银行","290.00","0.87","2426941221","支付成功","2017-02-03 14:32:48","2017-02-03 14:32:48","已审核","716202033393","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170203131337000072271296""","中国工商银行","580.00","1.74","2426881863","支付成功","2017-02-03 13:14:06","2017-02-03 13:14:06","已审核","777802034173","580.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170203131337000072271296""","中国工商银行","580.00","1.74","2426881863","支付成功","2017-02-03 13:14:06","2017-02-03 13:14:06","已审核","777802034173","580.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170203130640000074965655""","广东发展银行","280.00","0.84","2426874051","支付成功","2017-02-03 13:07:22","2017-02-03 13:07:22","已审核","796302039084","280.00","280.00","E-TOP(XH)","Locaste","7-27SPW0150","7-27SPW015021G"
"=""M170203130336000074784549""","广东发展银行","280.00","0.84","2426870867","支付成功","2017-02-03 13:05:03","2017-02-03 13:05:04","已审核","738502034904","280.00","280.00","E-TOP(XH)","Locaste","7-27SPW0150","7-27SPW015021G"
"=""M170202195305000073088462""","中国工商银行","1740.00","5.22","2426213295","支付成功","2017-02-02 19:53:27","2017-02-02 19:53:28","已审核","708402025291","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202195305000073088462""","中国工商银行","1740.00","5.22","2426213295","支付成功","2017-02-02 19:53:27","2017-02-02 19:53:28","已审核","746302026680","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM2230","7-25SRM2230024"
"=""M170202195305000073088462""","中国工商银行","1740.00","5.22","2426213295","支付成功","2017-02-02 19:53:27","2017-02-02 19:53:28","已审核","737702023406","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170202195305000073088462""","中国工商银行","1740.00","5.22","2426213295","支付成功","2017-02-02 19:53:27","2017-02-02 19:53:28","已审核","782302021111","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202195305000073088462""","中国工商银行","1740.00","5.22","2426213295","支付成功","2017-02-02 19:53:27","2017-02-02 19:53:28","已审核","782102028253","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202195305000073088462""","中国工商银行","1740.00","5.22","2426213295","支付成功","2017-02-02 19:53:27","2017-02-02 19:53:28","已审核","738702022563","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202194126000072555215""","中国工商银行","290.00","0.87","2426210299","支付成功","2017-02-02 19:42:56","2017-02-02 19:42:56","已审核","752502021715","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","703302027290","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","777802026523","580.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","777802026523","580.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","740502025999","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","764602021812","280.00","280.00","E-TOP(XH)","Locaste","7-31SPW0032","7-31SPW0032003"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","799502026034","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","760502021877","290.00","290.00","E-TOP(XH)","Locaste","7-29SPW1032","7-29SPW103221G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","794002026045","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","723902026260","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","789602029894","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","734702024951","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","778302021959","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202185927000072770186""","中国工商银行","3760.00","11.28","2426199540","支付成功","2017-02-02 19:00:06","2017-02-02 19:00:06","已审核","747602022301","290.00","290.00","E-TOP(XH)","Locaste","7-30SPW0027","7-30SPW002721G"
"=""M170202114018000075424334""","兴业银行","290.00","0.87","2426003451","支付成功","2017-02-02 11:41:15","2017-02-02 11:41:15","已审核","721702022991","290.00","290.00","E-TOP(XH)","Locaste","7-25SRM3013","7-25SRM3013125"
